"","Column1","Dnum","Country","State","County","Age","Formation","Stage","Age_Date","AmmoniteZone","LocDescr","Resume_of_Fauna","IndexFossil","Collector","Date","EandR","Map","USGS7.5","Lat_Pub","Long_Pub","Reference","Comments","last_modified","Orig_Resume_Fauna","FieldNum","FormationNew","species"
"5923",710,5000,"USA","WY","Carbon","Cretaceous","Mesaverde Formation, from small dark-brown ferruginous sandstone concretions 20 feet above base of middle marine member. ","Campanian",NA,"","Center of NE¼SE¼ sec. 19, T. 23 N., R. 79 W.","Nuculana evansi (Meek & Hayden), Nucula sp., Inoceramus aff. I. Turgidus Anderson, Pteria linguaeformis (Evans & Shurmard)","","W. A. Cobban, Gill and E. A. Merewether","06/09/1965","","","",41.94886,-106.32905,"PP 667","","02/18/2014","Nuculana evansi (Meek & Hayden), Nucula sp., Inoceramus aff. I. Turgidus Anderson, Pteria linguaeformis (Evans & Shurmard)","","Mesaverde","Pteria linguaeformis "
"593",711,1389,"USA","WY","Albany","Cretaceous","Mesaverde formation, from soft tan sandstone about 350' below base of Pine Ridge sandstone","Campanian",NA,"","East side of gulch, 2.6 miles southeast of Rock River, near centre of NW¼NW¼ sec.16, T. 20N., R. 76W.","Placenticeras, Inoceramus","","G.R. Scott, W. A. Cobban","5/29/1957","","Rock River ","",41.71351,-105.94525,"PP 667","","02/18/2014","Placenticeras, Inoceramus","","Mesaverde","Placenticeras"
"5931",711,1389,"USA","WY","Albany","Cretaceous","Mesaverde formation, from soft tan sandstone about 350' below base of Pine Ridge sandstone","Campanian",NA,"","East side of gulch, 2.6 miles southeast of Rock River, near centre of NW¼NW¼ sec.16, T. 20N., R. 76W.","Placenticeras, Inoceramus","","G.R. Scott, W. A. Cobban","5/29/1957","","Rock River ","",41.71351,-105.94525,"PP 667","","02/18/2014","Placenticeras, Inoceramus","","Mesaverde","Inoceramus"
"594",712,4578,"USA","WY","Carbon","Cretaceous","Mesaverde Formation,15 feet above base.","Campanian",NA,"","SE¼NW¼SW¼ sec. 14, T. 24 N., R. 89 W.","Ethmocardium sp.","","M. W. Reynolds","6/14/1964","OF-64-10D","Separation Rim","",42.04871,-107.42402,"","","02/18/2014","Ethmocardium sp.","","Mesaverde","Ethmocardium sp."
"595",721,5193,"USA","WY","Natrona","Cretaceous","Middle unnamed member of Mesaverde formation","Campanian",NA,"","NW¼SW¼ sec. 5, T. 33 N., R. 83 W.","Plesielliptio priscus (Meek & Hayden), Corbula sp., sphaerium sp., Viviparus sp.","","W. H. Laraway","1965","CD-66-2D","Poison spider","",42.85598,-106.82672,"","","02/18/2014","Plesielliptio priscus (Meek & Hayden), Corbula sp., sphaerium sp., Viviparus sp.","","Mesaverde","Plesielliptio priscus "
"5951",721,5193,"USA","WY","Natrona","Cretaceous","Middle unnamed member of Mesaverde formation","Campanian",NA,"","NW¼SW¼ sec. 5, T. 33 N., R. 83 W.","Plesielliptio priscus (Meek & Hayden), Corbula sp., sphaerium sp., Viviparus sp.","","W. H. Laraway","1965","CD-66-2D","Poison spider","",42.85598,-106.82672,"","","02/18/2014","Plesielliptio priscus (Meek & Hayden), Corbula sp., sphaerium sp., Viviparus sp.","","Mesaverde","Corbula sp."
"5952",721,5193,"USA","WY","Natrona","Cretaceous","Middle unnamed member of Mesaverde formation","Campanian",NA,"","NW¼SW¼ sec. 5, T. 33 N., R. 83 W.","Plesielliptio priscus (Meek & Hayden), Corbula sp., sphaerium sp., Viviparus sp.","","W. H. Laraway","1965","CD-66-2D","Poison spider","",42.85598,-106.82672,"","","02/18/2014","Plesielliptio priscus (Meek & Hayden), Corbula sp., sphaerium sp., Viviparus sp.","","Mesaverde","sphaerium sp."
"5953",721,5193,"USA","WY","Natrona","Cretaceous","Middle unnamed member of Mesaverde formation","Campanian",NA,"","NW¼SW¼ sec. 5, T. 33 N., R. 83 W.","Plesielliptio priscus (Meek & Hayden), Corbula sp., sphaerium sp., Viviparus sp.","","W. H. Laraway","1965","CD-66-2D","Poison spider","",42.85598,-106.82672,"","","02/18/2014","Plesielliptio priscus (Meek & Hayden), Corbula sp., sphaerium sp., Viviparus sp.","","Mesaverde","Viviparus sp."
"596",905,3367,"USA","WY","Carbon","Cretaceous","Sandstone immediately below lower nonmarine sequence in Mesaverde Formation; about 600 feet above RW - 31","Campanian",NA,"","SW1/4 NE1/4 SE1/4 sec. 33, T. 20 N., R. 78 W.","Pachymya? Sp., Baculites sp.","","A. D. Zapp","09/06/1961","OF-61-3D, 5D","","",41.66059,-106.16059,"","","02/18/2014","Pachymya? Sp., Baculites sp.","","Mesaverde","Pachymya? Sp."
"5961",905,3367,"USA","WY","Carbon","Cretaceous","Sandstone immediately below lower nonmarine sequence in Mesaverde Formation; about 600 feet above RW - 31","Campanian",NA,"","SW1/4 NE1/4 SE1/4 sec. 33, T. 20 N., R. 78 W.","Pachymya? Sp., Baculites sp.","","A. D. Zapp","09/06/1961","OF-61-3D, 5D","","",41.66059,-106.16059,"","","02/18/2014","Pachymya? Sp., Baculites sp.","","Mesaverde","Baculites sp."
"597",1028,1672,"USA","WY","Washakie","Cretaceous","Top of bed 10, about 180 feet above base of Mesaverde formation","Campanian",NA,"","NE¼ sec. 23, T. 44 N., R. 94 W.","Scapanorhynchus raphiodon","","G. H. Horn","8/31/1957","","Neiber","",43.77116,-108.10104,"","","02/18/2014","Scapanorhynchus raphiodon","","Mesaverde","Scapanorhynchus raphiodon"
"598",579,7060,"USA","CO","Moffat","Cretaceous","Mancos Shale, about 200 ft below Morapos Sandstone Member.","",NA,"","Center of the SW1/4 sec. 14, T. 5 N., R 93 W.","Baculites sp.","Cremnoceramus deformis-crassus-inconstans","Gill, Blanchard and Pipiringos","7/29/1969","RME-69-18D","Axial ","",40.38006,-107.80504,"","","02/18/2014","Baculites sp.","69M-566","Morapos","Baculites sp."
"599",580,7160,"USA","CO","Moffat","Cretaceous","Mancos Shale, about 200 ft below Morapos Sandstone Member.","Campanian",NA,"","Center of the SW1/4 sec. 14, T. 5 N., R 93 W.","Baculites sp.","","Gill, Blanchard and Pipiringos","7/29/1969","OF-69-18D","Axial ","",40.38018,-107.80505,"","","02/18/2014","Baculites sp.","","Morapos","Baculites sp."
"600",584,7059,"USA","CO","Moffat","Cretaceous","Mancos Shale, about 400 ft below Morapos Sandstone Member.","Campanian, middle",NA,"","SW1/4SW1/4 sec. 14, T. 5 N., R 93 W.","Baculites asperiformis Meek.","","Gill, Blanchard and Pipiringos","7/29/1969","CD-69-16D","Axial ","",40.37829,-107.80732,"","","02/18/2014","Baculites asperiformis Meek.","BH-23-69","Morapos","Baculites asperiformis Meek."
"601",585,7159,"USA","CO","Moffat","Cretaceous","Mancos Shale, about 400 ft below Morapos Sandstone Member.","Campanian, middle",NA,"","SW1/4SW1/4 sec. 14, T. 5 N., R 93 W.","Baculites asperiformis Meek.","","Gill, Blanchard and Pipiringos","7/29/1969","OF-69-18D","Axial ","",40.37849,-107.80781,"MF-1548","","02/18/2014","Baculites asperiformis Meek.","","Morapos","Baculites asperiformis Meek."
"602",595,7163,"USA","CO","Moffat","Cretaceous","Mancos Shale, float from Morapos Sandstone Member.","Campanian",NA,"","Center of sec. 23, T. 5 N., R 93 W.","Baculites sp.","","J. G. Gill ","1969","OF-69-18D","Axial ","",40.36928,-107.80142,"","","02/18/2014","Baculites sp.","","Morapos","Baculites sp."
"603",628,7106,"USA","CO","Rio Blanco","Cretaceous","Mancos Shale, from just below Morapos Sandstone Member.","Campanian",NA,"","NW1/4 SE1/4 sec. 15, T 22 N, R 87 W","Baculites sp.","","Gill and Blanchard","8/30/1969","OF-69-13D","Meeker ","",41.8756,-107.20381,"","","02/18/2014","Baculites sp.","MF-69-232","Morapos","Baculites sp."
"604",630,7154,"USA","CO","Moffat","Cretaceous","Mancos Shale, from large orange-weathering sandy limestone concretions in sandy shale unit above D7151 and below Morapos Sandstone Member.","Campanian, middle",NA,"","NE1/4NE1/4 sec. 26, T. 5 N., R 93 W","Baculites asperiformis Meek.","","Gill and Blanchard","7/29/1969","OF-69-18D","Axial ","",40.36037,-107.79363,"","","02/18/2014","Baculites asperiformis Meek.","","Morapos","Baculites asperiformis Meek."
"605",305,58,"USA","CO","Jefferson","Cretaceous","Conspicuous ledges in yellow chalk about 50' below top of Niobrara formation","Campanian",NA,"","East-facing hillside 0.7 mile north of Kassler, near center of the SE1/4 NE1/4 sec.27, T.6S., R.69W.","Baculites","","G.R. Scott, W.A. Cobban","10/06/1954","EG-54-3D, 4D","Littleton ","",39.50172,-105.09402,"","","02/18/2014","Baculites","","Niobrara","Baculites"
"606",397,1793,"USA","WY","Larimer","Cretaceous","From limestone concretions 12' above another similar bed near top of Niobrara fm.","Campanian",NA,"","Near top of hill north of U.S. 85 A 2.4 miles from State line in NE1/4 NW1/4 sec. 32, T. 39 N., R. 60 W., Niobrara Co., Wyo.","Baculites","Lopha sannionis","W. A. Cobban","08/07/1958","","","Carter Lake Reservoir",40.3303,-105.1261,"","","02/18/2014","Baculites","","Niobrara","Baculites"
"607",515,6067,"USA","CO","Pueblo","Upper Cretaceous","Lower limestone unit, Smoky Hill shale member of Niobrara Fm.","Campanian",NA,"","Sewer trench in NW¼NW¼ sec. 10, T. 21 S., R. 65 W.","Inoceramus","","Ray Foster","1963","","Southwest Pueblo","",38.24156,-104.65984,"","","02/18/2014","Inoceramus","","Niobrara","Inoceramus"
"608",725,8871,"USA","CO","Pueblo","Upper Cretaceous","Niobrara Fm, from lower limestone unit of Smoky Hill Member","Campanian",NA,"","N1/2SW1/4 and SE1/4 NW1/4 sec.8,T.21S.,R68W.","Pseudobaculites","","G.R. Scott","6/22/1970","","Wetmore  ","Wetmore",38.2391,-105.0215,"MF-548","","03/06/2014","Pseudobaculites","70 SF 66","Niobrara","Pseudobaculites"
"609",726,9059,"USA","CO","Pueblo ","Upper Cretaceous","Niobrara Fm., from middle shale unit of Smoky Hill Member","Campanian",NA,"","NW1/4SW1/4 sec. 23, T. 23 S., R. 62 W.","Rudist","","Scott","5/14/1970","","","",38.20408,-104.31103,"","","02/18/2014","Rudist","","Niobrara","Rudist"
"610",727,1549,"USA","CO","Jefferson","Cretaceous","Niobrara Fm., Smoky Hill chalk-chalky ls. About 10-15' above Ft. Hays ls.","Campanian",NA,"","NE¼NE¼SE¼ sec. 16, T. 6 S., R. 69 W.","Inoceramus, Ostrea congesta","","G.R. Scott","9/23/1957","","Littleton","",39.52762,-105.11203,"","","02/18/2014","Inoceramus, Ostrea congesta","","Niobrara","Inoceramus"
"6101",727,1549,"USA","CO","Jefferson","Cretaceous","Niobrara Fm., Smoky Hill chalk-chalky ls. About 10-15' above Ft. Hays ls.","Campanian",NA,"","NE¼NE¼SE¼ sec. 16, T. 6 S., R. 69 W.","Inoceramus, Ostrea congesta","","G.R. Scott","9/23/1957","","Littleton","",39.52762,-105.11203,"","","02/18/2014","Inoceramus, Ostrea congesta","","Niobrara","Ostrea congesta"
"6111",728,3266,"USA","CO","Otero","Cretaceous","Niobrara Fm., Smoky Hill shale member","Campanian, Lower about 81.7 MY",NA,"","Small bedrock spur in NE1/4SW1/4NW1/4 sec. 23, T. 23 S., R. 59 W. chalky limestone 84' below top","Inoceramus sp., Ostrea Baculites cf. haresi, Scaphites cf. hippocrepis, Haresiceras placentiforme ","Scaphites hippocrepis","W. A. Cobban and G.R. Scott ","10/12/1961","0","Elder ","",38.0357,-103.9835,"PP 450 B, PP 454-I, Sp.Paper in Paleo #64","","02/18/2014","Inoceramus sp., Ostrea Baculites cf. haresi, Scaphites cf. hippocrepis, Haresiceras placentiforme ","","Niobrara","Inoceramus sp."
"6112",728,3266,"USA","CO","Otero","Cretaceous","Niobrara Fm., Smoky Hill shale member","Campanian, Lower about 81.7 MY",NA,"","Small bedrock spur in NE1/4SW1/4NW1/4 sec. 23, T. 23 S., R. 59 W. chalky limestone 84' below top","Inoceramus sp., Ostrea Baculites cf. haresi, Scaphites cf. hippocrepis, Haresiceras placentiforme ","Scaphites hippocrepis","W. A. Cobban and G.R. Scott ","10/12/1961","0","Elder ","",38.0357,-103.9835,"PP 450 B, PP 454-I, Sp.Paper in Paleo #64","","02/18/2014","Inoceramus sp., Ostrea Baculites cf. haresi, Scaphites cf. hippocrepis, Haresiceras placentiforme ","","Niobrara","Ostrea Baculites cf. haresi"
"6113",728,3266,"USA","CO","Otero","Cretaceous","Niobrara Fm., Smoky Hill shale member","Campanian, Lower about 81.7 MY",NA,"","Small bedrock spur in NE1/4SW1/4NW1/4 sec. 23, T. 23 S., R. 59 W. chalky limestone 84' below top","Inoceramus sp., Ostrea Baculites cf. haresi, Scaphites cf. hippocrepis, Haresiceras placentiforme ","Scaphites hippocrepis","W. A. Cobban and G.R. Scott ","10/12/1961","0","Elder ","",38.0357,-103.9835,"PP 450 B, PP 454-I, Sp.Paper in Paleo #64","","02/18/2014","Inoceramus sp., Ostrea Baculites cf. haresi, Scaphites cf. hippocrepis, Haresiceras placentiforme ","","Niobrara","Scaphites cf. hippocrepis"
"6114",728,3266,"USA","CO","Otero","Cretaceous","Niobrara Fm., Smoky Hill shale member","Campanian, Lower about 81.7 MY",NA,"","Small bedrock spur in NE1/4SW1/4NW1/4 sec. 23, T. 23 S., R. 59 W. chalky limestone 84' below top","Inoceramus sp., Ostrea Baculites cf. haresi, Scaphites cf. hippocrepis, Haresiceras placentiforme ","Scaphites hippocrepis","W. A. Cobban and G.R. Scott ","10/12/1961","0","Elder ","",38.0357,-103.9835,"PP 450 B, PP 454-I, Sp.Paper in Paleo #64","","02/18/2014","Inoceramus sp., Ostrea Baculites cf. haresi, Scaphites cf. hippocrepis, Haresiceras placentiforme ","","Niobrara","Haresiceras placentiforme "
"612",729,1095,"USA","CO","Jefferson","Cretaceous","Niobrara formation 284 feet above base of Smoky Hill member","",NA,"","North of Deer Creek NE1/4SW1/4 sec.4, T.6 S., 69 W.","Inoceramus sp., Ostrea congesta","Mytiloides nodosoites, M. mytiloides","W.A. Cobban","10/19/1956","0","Littleton ","",39.5565,-105.12337,"","","02/18/2014","Inoceramus sp., Ostrea congesta","","Niobrara","Inoceramus sp."
"6121",729,1095,"USA","CO","Jefferson","Cretaceous","Niobrara formation 284 feet above base of Smoky Hill member","",NA,"","North of Deer Creek NE1/4SW1/4 sec.4, T.6 S., 69 W.","Inoceramus sp., Ostrea congesta","Mytiloides nodosoites, M. mytiloides","W.A. Cobban","10/19/1956","0","Littleton ","",39.5565,-105.12337,"","","02/18/2014","Inoceramus sp., Ostrea congesta","","Niobrara","Ostrea congesta"
"613",730,13310,"USA","CO","Pueblo","Upper Cretaceous ","Niobrara Formation from lower part of shale and limestone unit of Smoky Hill Chalky Shale Member ","",NA,"","At abandoned limestone quarry in the SW1/4 NE1/4 SW1/4 sec. 33, T. 20 S., R. 66 W.","Cremnoceramus  ","","W. A. Cobban ","07/08/1992","0","Swallows   ","",38.26325,-104.78644,"","","02/18/2014","Cremnoceramus  ","","Niobrara","Cremnoceramus  "
"614",731,11378,"USA","NM","Colfax","Cretaceous","Niobrara Formation, above base of Smoky Hill Member ","Campanian",NA,"","East side of hill in SW1/4 NW1/4 sec. 2, T. 28 N., R. 26 E.","Phlycticrioceras oregonense ","","G.R. Scott and Juanita Scott","09/12/1980","0","Mesa Large  ","",36.6904,-104.1502,"","","02/18/2014","Phlycticrioceras oregonense ","","Niobrara","Phlycticrioceras oregonense "
"615",732,14156,"USA","NE","Cedar","Cretaceous ","Niobrara Formation, from ~30' of Smoky Hill Member","Campanian",NA,"","Four miles northwest of St. Helena. Road cut in SW1/4 sec. 9, T.33 N., R. 1E. ","Haplosoapha grandis","","T.S. Dyman","Jul-03","","St. Helena","Menominee",42.8471,-97.32212,"","","02/18/2014","","","Niobrara","Haplosoapha grandis"
"616",733,11388,"USA","NM","Colfax","Cretaceous","Niobrara Formation, from limestone concretions in platy shale","Santonian, Upper.  83.91 MY",NA,"","West bank of Canadian River in center sec. 7, T. 27 N., R. 23 E.","Desmoscaphites bassleri","","Scott","9/16/1980","0","Maxwell  ","",36.5884,-104.5323,"","","02/18/2014","Desmoscaphites bassleri","","Niobrara","Desmoscaphites bassleri"
"617",734,13454,"USA","CO","Grand","Cretaceous ","Niobrara Formation, from ridge-forming unit of limestone 4 sh. in Smoky Hill Member ","Campanian, Lower. about 80.9 MY",NA,"","Cut on US Highway 40 in the SE1/4 SE1/4 SE1/4 sec. 23, T. 2 N., R. 81 W.","Clioscaphites chotoauensis?, Baculites sp. (smooth), Magadiceramus sp","","R. O' Donnell and W. A. Cobban ","9/17/1993","0","Kremmling   ","Kremmling",40.1204,-106.4294,"","","02/18/2014","Clioscaphites chotoauensis?, Baculites sp. (smooth), Magadiceramus sp","","Niobrara","Clioscaphites chotoauensis?"
"6171",734,13454,"USA","CO","Grand","Cretaceous ","Niobrara Formation, from ridge-forming unit of limestone 4 sh. in Smoky Hill Member ","Campanian, Lower. about 80.9 MY",NA,"","Cut on US Highway 40 in the SE1/4 SE1/4 SE1/4 sec. 23, T. 2 N., R. 81 W.","Clioscaphites chotoauensis?, Baculites sp. (smooth), Magadiceramus sp","","R. O' Donnell and W. A. Cobban ","9/17/1993","0","Kremmling   ","Kremmling",40.1204,-106.4294,"","","02/18/2014","Clioscaphites chotoauensis?, Baculites sp. (smooth), Magadiceramus sp","","Niobrara","Baculites sp. "
"6172",734,13454,"USA","CO","Grand","Cretaceous ","Niobrara Formation, from ridge-forming unit of limestone 4 sh. in Smoky Hill Member ","Campanian, Lower. about 80.9 MY",NA,"","Cut on US Highway 40 in the SE1/4 SE1/4 SE1/4 sec. 23, T. 2 N., R. 81 W.","Clioscaphites chotoauensis?, Baculites sp. (smooth), Magadiceramus sp","","R. O' Donnell and W. A. Cobban ","9/17/1993","0","Kremmling   ","Kremmling",40.1204,-106.4294,"","","02/18/2014","Clioscaphites chotoauensis?, Baculites sp. (smooth), Magadiceramus sp","","Niobrara","Magadiceramus sp"
"618",735,13147,"USA","CO","Pueblo","Upper Cretaceous","Niobrara Formation, from shale and limestone unit of Smoky Hill Member ","",NA,"","North of Peak Creek in SW1/4 SW1/4 sec. 33, T. 20 S., R. 66 W.","Cremnoceramus deformis ","Cremnoceramus deformis-crassus-inconstans","Cobban","10/27/1990","0","Swallows ","",38.26086,-104.7896,"","","02/18/2014","Cremnoceramus deformis ","","Niobrara","Cremnoceramus deformis "
"619",736,11411,"USA","NM","Colfax","Cretaceous","Niobrara Formation, from shaly limestone in Smoky Hill Member ","Campanian",NA,"","NE1/4 SW1/4 SW1/4 sec. 16, T. 28 N., R. 26 E.","Inoceramus sp","","Scott","9/29/1980","0","Mesa Larga  ","Mesa Larga",36.6564,-104.1832,"","","02/18/2014","Inoceramus sp","","Niobrara","Inoceramus sp"
"620",737,13151,"USA","CO","Pueblo","Upper Cretaceous","Niobrara Formation, from upper orange chalk member","Campanian, Lower. about 80.9 MY",NA,"","Silage pit in NW1/4 NW1/4 NW1/4 sec. 24, T. 21 S., R. 64 W.","Baculites sp. (smooth)","","Cobban","11/25/1990","0","SE Pueblo ","",38.21154,-104.51441,"","","02/18/2014","Baculites sp. (smooth)","","Niobrara","Baculites sp. "
"6211",738,13238,"USA","CO","Pueblo","Upper Cretaceous","Niobrara Formation, from upper part of lower shale unit of Smoky Hill Member ","",NA,"","NE1/4 NE1/4 sec. 32, T. 20 S., R. 65 W.","Inoceramus ","","Cobban","11/08/1991","0","Northwest Pueblo ","",38.27063,-104.68348,"","","02/18/2014","Inoceramus ","","Niobrara","Inoceramus "
"622",739,3646,"USA","NM","Colfax","Cretaceous","Niobrara Formation.","Campanian",NA,"Scaphites hippocrepis","Stream cut in NW1/4 sec. 6, T. 27 N., R. 22 E.","Inoceramus simpsoni.","Scaphites hippocrepis","G.R. Scott. ","4/16/1962","","","",36.6063,-104.5392,"","","02/18/2014","Inoceramus simpsoni.","","Niobrara","Inoceramus simpsoni."
"623",740,7109,"USA","WY","Carbon","Cretaceous","Niobrara Shale, upper","",NA,"","NW1/4 SW1/4 sec. 34, T 23 N, R 87 W","Desmoscaphites erdmanni Cobban","","E.A. Merewether","08/04/1969","OF-69-13D","Rawlins NW","",41.92621,-107.21352,"","","02/18/2014","Crassostrea sp.","MF-69-280","Niobrara","Desmoscaphites erdmanni Cobban"
"624",741,6627,"USA","WY","Carbon","Cretaceous","Niobrara Shale, uppermost part.","Campanian",NA,"","SE¼SW¼NW¼ sec. 22, T. 25 N., R. 85 W., Carbon Co.,","Inoceramus sp. Ostrea congesta Conrad","","E.A. Merewether","5/21/1905","OF-68-11D","Seminoe Dam SW ","",42.12372,-106.99468,"","","02/18/2014","Inoceramus sp. Ostrea congesta Conrad","","Niobrara","Inoceramus sp. Ostrea congesta Conrad"
"625",908,6066,"USA","CO","Pueblo","Upper Cretaceous","Shale and limestone unit of Smoky Hill shale member of Niobrara Fm.","Campanian",NA,"","East side of st. Charles Flood ditch in NW¼ SE¼ NW¼ sec. 7, T. 22 S., R. 65 W., From bed 4 in unit","Inoceramus","","G.R. Scott","9/21/1967","","Southwest Pueblo","",38.15189,-104.71237,"","","02/18/2014","Inoceramus","","Niobrara","Inoceramus"
